inchi,name,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,number_of_atoms,zero_point_correction,C_APT_charge,C_ES_root_Mulliken_charge,C_ES_root_NPA_Rydberg,C_ES_root_NPA_charge,C_ES_root_NPA_core,C_ES_root_NPA_total,C_ES_root_NPA_valence,C_Mulliken_charge,C_NMR_anisotropy,C_NMR_shift,C_NPA_Rydberg,C_NPA_charge,C_NPA_core,C_NPA_total,C_NPA_valence,C_VBur,O_APT_charge,O_ES_root_Mulliken_charge,O_ES_root_NPA_Rydberg,O_ES_root_NPA_charge,O_ES_root_NPA_core,O_ES_root_NPA_total,O_ES_root_NPA_valence,O_Mulliken_charge,O_NMR_anisotropy,O_NMR_shift,O_NPA_Rydberg,O_NPA_charge,O_NPA_core,O_NPA_total,O_NPA_valence,O_VBur,order,ring_size,C_angle,OC_length,OC_L,OC_B1,OC_B5,C_PVBur
"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",1y,-466.7754218391381,2.8321419029050436,2714.0498557715455,1680.5543735297488,-467.0467944721312,0.2741714632532004,-466.7892793953963,-466.8304900241807,0.21910350014838617,-466.77447782864533,0.27511569531312435,1.9584183539086284,0.12432480547593557,2801.5362658329,0.1641844902430687,-0.2885092957190043,0.03985968476713313,154.2516,1618.12851496609,29.0,0.2603142655712793,0.565269790492858,0.21262497144761522,0.023414607168354303,0.20246464359189106,1.9991696267054588,5.797535356408108,3.774950359974533,0.2019346535423744,38.28860886743015,108.46556501785213,0.021853472734166823,0.1974196931649796,1.9991823159362334,5.80258030683502,3.781540570263228,0.7212957208694178,-0.7787599833517763,-0.4886066946735607,0.014109047359695093,-0.72584074779882,1.9998202150537572,8.72584074779882,6.7119118253824634,-0.5003966800455937,81.39402357930572,260.40485579848644,0.014143216479968496,-0.7334429948593876,1.9998204343495187,8.733442994859386,6.719476832458775,0.506348155398236,tertiary,0,109.83666666666666,1.4229859048066769,5.932293607753325,2.9778277633096266,7.877281437884224,0.5374111691150789
"InChI=1S/C10H20O/c1-3-5-6-7-8-9-10(11)4-2/h4,10-11H,2-3,5-9H2,1H3",1x,-467.96367126624517,3.484395152507112,4006.094072286212,1697.6471511234727,-468.2609464029487,0.2996979240904247,-467.97782466755325,-468.02021328306716,0.24315565072565742,-467.9627269270756,0.30064197106128376,1.8321591157536332,0.14446721214939634,4024.7477683990633,0.1815315536179638,-0.32599876576736014,0.03706434146856744,156.26739999999998,1765.6254351207554,30.999999999999996,0.2855443494184291,0.6135141869867073,0.029038136842413083,0.026770433672669045,0.039030168176476365,1.9991403146286668,5.960969831823523,3.9350597770365585,0.038921424724340015,32.566910699091444,105.95107398247605,0.02164490449989143,0.05699497490535706,1.999189536456406,5.943005025094642,3.92217327522711,0.6087083894365396,-0.7951299582183952,-0.2940397298108819,0.013150193302411649,-0.54457441091587,1.9998320100580103,8.54457441091587,6.5315904494212225,-0.5015267112740865,65.85635984400095,268.45034528891523,0.01212658400880106,-0.7256895411821528,1.9998314478499843,8.725689541182152,6.713733849292546,0.4237335354634214,secondary,0,111.8,1.4246478647705196,7.040828103322216,2.3073253245750345,8.948578910021123,0.45623274722116275
"InChI=1S/C8H12O5/c1-4(9)13-6-3-12-7-5(10)2-11-8(6)7/h5-8,10H,2-3H2,1H3/t5-,6+,7-,8-/m1/s1",1n,-687.9802633766101,1.6875229460019316,2618.574911060178,1589.7220469877593,-688.1918345723651,0.218451024705659,-687.9922178950017,-688.031344247376,0.16737015394396898,-687.9793193766101,0.21939502473284272,2.959444997640867,0.1462998063697315,2652.787545119982,0.18868049936117706,-0.3349803057309086,0.042380692991445576,188.17980000000006,1466.1747754169241,25.000000000000004,0.2064965063140093,0.5135406299551636,0.009564925232186923,0.02232743663833429,0.05029790857214284,1.9991922905217052,5.9497020914278576,3.928177301476652,0.009225045865675461,52.15612212823501,108.0499422606227,0.02230139283526369,0.05043481412743715,1.9991922902917736,5.949565185872564,3.9280670108800773,0.6048575967259803,-0.759973290608519,-0.4996419160730127,0.012524993467048398,-0.7088280143042125,1.999810844782109,8.708828014304213,6.696487741731905,-0.4996189077134414,64.30659595554876,309.05939391763013,0.012523361958264964,-0.7088085926884353,1.999810844782109,8.708808592688438,6.696465230918197,0.4064425726632453,secondary,5,101.35,1.4025829302084274,7.525732892341825,2.09561450843323,7.523159444571741,0.46135848309026073
"InChI=1S/C12H21NO3/c1-12(2,3)16-11(15)13-8-4-5-9(13)7-10(14)6-8/h8-10,14H,4-7H2,1-3H3/t8-,9+,10+",1q,-750.0132067694279,2.9274651215334417,3923.4575815407543,2106.9940917097674,-750.3517401855358,0.34411572836455356,-750.0291245728948,-750.0719432628271,0.28537941488641033,-750.0122619509119,0.34505972836455356,3.756462799077587,0.12572568180027,4017.272980716181,0.17392664916389464,-0.2996523309641646,0.04820096736362462,227.3028,1895.0851960383827,37.0,0.328197106906714,0.5953526390499188,0.10269809130128431,0.021008164919220983,0.08947456652242407,1.9992699582381617,5.910525433477575,3.8902455059202405,0.09648796247141377,59.650872748975594,116.09181667789362,0.01996294285445074,0.0900757507007733,1.999269947797702,5.909924249299226,3.8906931630470267,0.6421948333784203,-0.7751827684136682,-0.5038402006406392,0.012693426625993893,-0.7384355263922475,1.9998299895595402,8.738435526392248,6.725912110206713,-0.5021916025944045,91.12730093459344,259.2579379196831,0.012592920049847677,-0.7371843812559398,1.9998299895595402,8.737184381255938,6.7247696568061395,0.4821896784000106,secondary,6,112.45,1.428146715916236,9.527847518845041,2.0635331982002523,5.835960532539733,0.50554251012796
"InChI=1S/C11H16O/c1-11(2,12)9-8-10-6-4-3-5-7-10/h3-7,12H,8-9H2,1-2H3",1f,-503.743187377172,1.8170304052428374,2918.128350503879,1634.5423081850158,-504.0009977148918,0.25959503204044004,-503.7554185994459,-503.7945764567339,0.20820664029214137,-503.7422431465534,0.2605392779294652,1.7725063151508134,0.1393817145973057,2950.360660156574,0.1588068091460927,-0.2981885237433983,0.019425094548786995,164.2468,1720.3637201639042,28.000000000000004,0.24736380992760168,0.6503943989996821,0.18669989499696377,0.018494209621646863,0.24399762835939362,1.9992778526462602,5.756002371640607,3.738228802224163,0.18752396738545268,54.89701335511852,112.51523097210861,0.018198800462904258,0.24375458046375195,1.9992800794164696,5.756245419536247,3.7387665963043464,0.7068477620461922,-0.8148309039924639,-0.4969208999393132,0.012765621821925758,-0.73900089074294,1.9998200794164696,8.73900089074294,6.726405444393584,-0.49933753057087304,94.928136268564,240.73340546811374,0.012741251110800414,-0.7412140408523099,1.9998200794164696,8.74121404085231,6.728659666267504,0.47292324347176656,tertiary,0,110.88999999999999,1.432164618790539,6.130723548041064,2.957822524082299,8.267952775036928,0.5029757448806784
"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+",1w,-661.959231524356,4.314840782764204,8603.597120459133,2452.72186157565,-662.3551107608102,0.40070487840635854,-661.9799133804615,-662.0332894034516,0.32664700779129074,-661.9582873811761,0.40164904273032037,2.6653862954270693,0.12241627211062,8850.584874769273,0.16127738132249586,-0.28369365343311587,0.03886110921187585,222.36979999999997,2367.3300962538465,42.0,0.3800229590005679,0.6453727332119775,-0.08482017916942382,0.028841816041071045,-0.13005856727848533,1.9992587565282942,6.130058567278485,4.101961550168588,-0.07457234873591712,59.1658441762964,123.69663310296627,0.02116450758079952,-0.10019320300732558,1.9992492192127365,6.100193203007325,4.0797824453019,0.46731280684939625,-0.7962063007754007,-0.4666797393130255,0.013826545695138347,-0.7194606968856245,1.9998375878767134,8.719460696885625,6.705796141007135,-0.5090434362681503,69.68581599229067,292.45982541047476,0.012018469622695668,-0.7224630077702618,1.9998299999999998,8.722463007770262,6.710611328219035,0.34557323177835986,primary,0,110.975,1.4265403137499426,8.47239992335277,1.7859412956553384,13.171516168208283,0.3449839387945627
"InChI=1S/C13H20N4O3/c1-9(18)6-4-5-7-17-12(19)10-11(14-8-15(10)2)16(3)13(17)20/h8-9,18H,4-7H2,1-3H3",1h,-951.7961461248802,5.185786975469912,8487.37517124279,2250.63505751741,-952.1504183791651,0.3589167962450559,-951.8165906347035,-951.8679861423794,0.28707670856589534,-951.7952018746024,0.3598607962450559,5.657701155571646,0.14134401964801696,8526.68338980265,0.13801765138539732,-0.2793616710334143,-0.003326368262619642,280.32599999999996,2265.625318264122,39.99999999999999,0.338471696487224,0.6271272860484639,0.05741525332393121,0.018464675283208,0.1003732623457401,1.9992870509492824,5.899626737654259,3.8818747609940645,0.05712218912284673,47.466882307290454,113.3538589779248,0.018509053922143383,0.10035724974042723,1.999288722733121,5.899642750259572,3.8818450169422127,0.5900224537036874,-0.7835105968841825,-0.5076406668238171,0.012824112089625625,-0.7327526378618595,1.9998299990465782,8.732752637861859,6.720102484945367,-0.5074176601699899,77.71427582435514,266.6063589946389,0.012821879407818227,-0.7325922572678532,1.9998299990465782,8.732592257267852,6.719941026363775,0.42461905865443145,secondary,0,112.23,1.4261453146440146,7.773128585954673,2.1739319510548367,11.89549061310775,0.42129418242764444
"InChI=1S/C10H14O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-6,9,11H,7-8H2,1H3",1a,-464.46035043992646,1.9341852966167967,2332.8291732472817,1536.2592366720778,-464.6892393326641,0.23060733729977187,-464.47125379615215,-464.50893129677974,0.1820263129649737,-464.4594062518632,0.23155150595455548,1.9310180090010176,0.14077815037752311,2379.6598199213595,0.15881042784993307,-0.2995885782274562,0.01803227747240998,150.22000000000003,1440.7386623937157,25.000000000000004,0.21970388283031658,0.624026828107549,0.053370432786843856,0.01905038110572237,0.09528691112185479,1.999282656130589,5.904713088878146,3.886381021224587,0.05387649141920412,54.39555066963747,114.8675242921511,0.018291781082203713,0.09586700338925604,1.9992860577855582,5.904132996610745,3.8865559087061086,0.6037578232345581,-0.7966070461222182,-0.500093213129265,0.012619961176999227,-0.7312198499908397,1.9998288703299185,8.731219849990842,6.718771019413905,-0.5030691330868423,76.05527654571178,266.6320529273024,0.012509731708410826,-0.733569461079866,1.9998300000000002,8.733569461079867,6.721234224990731,0.4329129089894818,secondary,0,112.4,1.425939896398663,6.238932948573973,2.3293055828429887,7.442458362266794,0.4408206048757115
"InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3",1aj,-500.3988943674978,2.170298915992511,2412.301296627389,1528.5171566468562,-500.6027822540525,0.2064090716077494,-500.4093964219472,-500.44614392038716,0.15915884527585336,-500.3979503674978,0.2073530716077494,2.163657635045655,0.13492881851620023,2455.958848245977,0.1506510301316306,-0.2855798486478308,0.015722211615430352,152.1926,1430.860435074504,23.0,0.1959065566249455,0.6200793822068769,0.052465063515195726,0.019715948869608153,0.07482893883217905,1.9992851788955583,5.925171061167821,3.9061631989769072,0.05395403129427567,45.35675040181248,115.99349811196556,0.019608300993053135,0.07728121724313215,1.9992854234810373,5.922718782756867,3.9038250582827767,0.5719473111083708,-0.7957532875212237,-0.5036845024471994,0.012048314785075096,-0.7227466746684075,1.9998293238735263,8.722746674668407,6.710868575653829,-0.5091864661521559,42.905931006231,282.6627131615461,0.01202641395702576,-0.7262780143160432,1.9998293238735263,8.726278014316042,6.714422060714994,0.413390065681881,secondary,0,111.69,1.4190849370628267,5.090265852815615,2.096162039811127,8.553206954401373,0.399023112600241
"InChI=1S/C12H20O6/c1-11(2)14-5-6(16-11)8-7(13)9-10(15-8)18-12(3,4)17-9/h6-10,13H,5H2,1-4H3/t6-,7-,8-,9-,10-/m1/s1",1m,-920.3144050385037,3.905800433905035,5174.440492372626,1972.8081641526621,-920.6417723417723,0.34235791284243156,-920.3316569816662,-920.3767629984867,0.2800006414959668,-920.3134609955362,0.34330227538900543,2.1310011579662818,0.13682735887248015,5305.04885783035,0.1940284476456885,-0.33085580651816865,0.057201088773208314,260.28640000000007,2287.9215673374874,38.00000000000001,0.3251066845888235,0.5014026514387663,-0.04225807117168639,0.04201965928425743,-0.022462576241236935,1.9990668838610395,6.022462576241238,3.98137607445317,-0.02242538852670786,50.092724109653176,108.13266484157087,0.022466293916022076,0.06504523015554474,1.999144298468569,5.934954769844456,3.913340912809425,0.6714254761267988,-0.7555014224890424,-0.026798971909797704,0.0257383647316711,-0.49020185475080014,1.9998330675495628,8.4902018547508,6.46463593962178,-0.4896989913488695,52.16908205106057,307.05618921569675,0.012198373631730956,-0.7081723113890763,1.9998100471069413,8.708172311389077,6.696163892541526,0.46446424866023595,secondary,5,101.62,1.400076525413562,6.183242997450821,2.253161873767323,7.194004336100269,0.5555519581514854
